CL_ID TRAIN_DS_SIZE ACC PREC RCL F1 ROC 
0 163 0.3500 0.3500 1.0000 0.5185 0.5000 
1 151 0.3000 0.3000 1.0000 0.4615 0.5000 
2 165 0.4366 0.4366 1.0000 0.6078 0.5000 
3 148 0.4151 0.4151 1.0000 0.5867 0.5000 
4 178 0.4091 0.4091 1.0000 0.5806 0.5000 
5 151 0.3235 0.3235 1.0000 0.4889 0.5000 
6 147 0.3231 0.3231 1.0000 0.4884 0.5000 
7 158 0.4035 0.4035 1.0000 0.5750 0.5000 
