CL_ID TRAIN_DS_SIZE ACC PREC RCL F1 ROC 
0 3002 0.6258 1.0000 0.0055 0.0110 0.5028 
1 2952 0.6326 0.5189 0.9552 0.6725 0.6887 
2 3019 0.6576 0.5262 0.9330 0.6729 0.7118 
3 3000 0.8737 0.7588 0.9665 0.8501 0.8928 
4 3009 0.9199 0.8378 0.9568 0.8934 0.9284 
5 3049 0.8293 0.6747 0.9825 0.8000 0.8651 
6 3019 0.8878 0.7721 0.9432 0.8491 0.9016 
7 3022 0.8340 0.7004 0.9138 0.7930 0.8526 
8 3003 0.6303 0.0000 0.0000 0.0000 0.5000 
9 2925 0.9329 0.8710 0.9474 0.9076 0.9363 
