CL_ID TRAIN_DS_SIZE ACC PREC RCL F1 ROC 
0 1508 0.5156 0.5156 1.0000 0.6804 0.5000 
1 1489 0.4656 0.4656 1.0000 0.6354 0.5000 
2 1511 0.4825 0.4825 1.0000 0.6509 0.5000 
3 1508 0.4969 0.4969 1.0000 0.6639 0.5000 
4 1542 0.4957 0.4957 1.0000 0.6628 0.5000 
5 1568 0.5264 0.5264 1.0000 0.6897 0.5000 
6 1523 0.4943 0.4943 1.0000 0.6616 0.5000 
7 1466 0.4920 0.4920 1.0000 0.6595 0.5000 
8 1530 0.4658 0.4658 1.0000 0.6356 0.5000 
9 1465 0.5386 0.5386 1.0000 0.7001 0.5000 
