CL_ID TRAIN_DS_SIZE ACC PREC RCL F1 ROC 
0 1508 0.5988 0.5659 0.9516 0.7098 0.5874 
1 1489 0.5580 0.5139 0.9367 0.6637 0.5823 
2 1511 0.5584 0.5237 0.9355 0.6715 0.5711 
3 1508 0.5694 0.5374 0.9583 0.6886 0.5718 
4 1542 0.5736 0.5406 0.9301 0.6838 0.5767 
5 1568 0.5772 0.5609 0.9073 0.6932 0.5588 
6 1523 0.5951 0.5528 0.9462 0.6979 0.5990 
7 1466 0.6040 0.5577 0.9431 0.7009 0.6093 
8 1530 0.4880 0.4756 0.9683 0.6379 0.5187 
9 1465 0.6260 0.5957 0.9509 0.7326 0.5988 
