CL_ID TRAIN_DS_SIZE ACC PREC RCL F1 ROC 
0 3002 0.8129 0.7565 0.9395 0.8381 0.8088 
1 2952 0.8173 0.7400 0.9367 0.8268 0.8250 
2 3019 0.5175 0.0000 0.0000 0.0000 0.5000 
3 3000 0.6936 0.6271 0.9458 0.7542 0.6951 
4 3009 0.9221 0.9251 0.9170 0.9211 0.9220 
5 3049 0.7602 0.7143 0.9073 0.7993 0.7520 
6 3019 0.8859 0.9464 0.8154 0.8760 0.8851 
7 3022 0.7240 0.6517 0.9431 0.7708 0.7275 
8 3003 0.9261 0.9046 0.9405 0.9222 0.9270 
9 2925 0.4614 0.0000 0.0000 0.0000 0.5000 
