CL_ID TRAIN_DS_SIZE ACC PREC RCL F1 ROC 
0 3002 0.8981 0.8084 0.9558 0.8759 0.9096 
1 2952 0.5933 0.4923 0.9552 0.6497 0.6562 
2 3019 0.8911 0.8080 0.9330 0.8660 0.8993 
3 3000 0.8654 0.7457 0.9665 0.8418 0.8862 
4 3009 0.8636 0.7346 0.9568 0.8311 0.8851 
5 3049 0.9370 0.8571 0.9825 0.9155 0.9476 
6 3019 0.9392 0.8871 0.9375 0.9116 0.9387 
7 3022 0.8700 0.7608 0.9138 0.8303 0.8802 
8 3003 0.6303 0.0000 0.0000 0.0000 0.5000 
9 2925 0.6524 0.0000 0.0000 0.0000 0.5000 
