CL_ID TRAIN_DS_SIZE ACC PREC RCL F1 ROC 
0 3002 0.7630 0.7006 0.9435 0.8041 0.7572 
1 2952 0.8468 0.9938 0.6751 0.8040 0.8357 
2 3019 0.9125 0.9076 0.9113 0.9095 0.9124 
3 3000 0.7888 0.7197 0.9417 0.8159 0.7898 
4 3009 0.7013 0.6383 0.9170 0.7527 0.7032 
5 3049 0.6423 0.6072 0.9073 0.7276 0.6275 
6 3019 0.8878 0.8526 0.9346 0.8917 0.8884 
7 3022 0.6340 1.0000 0.2561 0.4078 0.6280 
8 3003 0.8115 1.0000 0.5952 0.7463 0.7976 
9 2925 0.7459 1.0000 0.5283 0.6914 0.7642 
