CL_ID TRAIN_DS_SIZE ACC PREC RCL F1 ROC 
0 502 0.6667 0.0000 0.0000 0.0000 0.5000 
1 528 0.6034 0.0000 0.0000 0.0000 0.5000 
2 492 0.6559 0.0000 0.0000 0.0000 0.5000 
3 501 0.6814 0.0000 0.0000 0.0000 0.5000 
4 475 0.5638 0.0000 0.0000 0.0000 0.5000 
5 502 0.6750 0.0000 0.0000 0.0000 0.5000 
6 500 0.6952 0.0000 0.0000 0.0000 0.5000 
7 484 0.6263 0.0000 0.0000 0.0000 0.5000 
8 515 0.6226 0.0000 0.0000 0.0000 0.5000 
9 501 0.6067 0.0000 0.0000 0.0000 0.5000 
